name,url,remote_testing,adaptive_irt,test_types,description,job_levels,duration,languages,key_features,source
Cyber Risk (New),/solutions/products/product-catalog/view/cyber-risk-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of cyber risk management, system and application security, network security and security management.",Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = 9,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Data Entry (New),/solutions/products/product-catalog/view/data-entry-new/,TRUE,FALSE,Simulations,Simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data.,Entry-Level,Approximate Completion Time in minutes = 4,English (USA),Interactive simulation,Individual Test Solutions
Data Entry Alphanumeric Split Screen - US,/solutions/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,TRUE,FALSE,Knowledge & Skills,"The Data Entry Alphanumeric Split Screen - US assessment measures speed and accuracy at typing text and numbers into forms. The information includes business-related text and numbers such as invoice number, address, product number and amount. The test assesses for speed and accuracy.",Professional Individual Contributor; Mid-Professional; Front Line Manager; Entry-Level,Approximate Completion Time in minutes = 5,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Data Entry Numeric Split Screen - US,/solutions/products/product-catalog/view/data-entry-numeric-split-screen-us/,TRUE,FALSE,Knowledge & Skills,"The Data Entry Numeric Split Screen - US assessment measures speed and accuracy at typing numbers into forms. The information candidates must enter includes business-related records including number fields such as customer number, order number, item number and quantity. Candidates may use either the keyboard's numeric keypad or the number keys at the top of the keyboard.",Mid-Professional; Professional Individual Contributor; Entry-Level; Front Line Manager,Approximate Completion Time in minutes = 5,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Data Entry Ten Key Split Screen,/solutions/products/product-catalog/view/data-entry-ten-key-split-screen/,TRUE,FALSE,Knowledge & Skills,Data Entry Ten Key Split Screen assessment measures ability to enter numbers using a numeric keypad. The test measures accuracy and speed.,Entry-Level; Front Line Manager; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 3,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Data Science (New),/solutions/products/product-catalog/view/data-science-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the conceptual knowledge on how to use machine learning to analyze data, extract information, draw conclusions and make statistically-driven decisions.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 14,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Data Warehousing Concepts,/solutions/products/product-catalog/view/data-warehousing-concepts/,TRUE,TRUE,Knowledge & Skills,"The Data Warehousing Concepts test measures knowledge of Data Warehousing. Designed for experienced users, this test covers the following topics: Big Data and Data Warehouse Appliance, Business Considerations, Data Transformation, Data Warehousing and Data Marts, Design, Dimensional Data Model, On Line Analytical Processing (OLAP), Querying and Reporting/Data Extraction.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 25,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Dependability and Safety Instrument (DSI),/solutions/products/product-catalog/view/dependability-and-safety-instrument-dsi/,TRUE,FALSE,Personality & Behavior,"The DSI is a short pre-screening tool for many key entry-level roles. It is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors.

Note: Turkish [end June 2012] and Romanian [end May 2013] are on limited beta relase",Entry-Level,Approximate Completion Time in minutes = 10,Portuguese (Brazil); Chinese Traditional; Danish; Dutch; Finnish; French; German; Icelandic; Chinese Simplified; English International; Italian; Latin American Spanish; Polish; Swedish; English (USA); Norwegian; Russian,Personality assessment,Individual Test Solutions
Dermatology (New),/solutions/products/product-catalog/view/dermatology-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology.",Graduate; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 3,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Desktop Support (New),/solutions/products/product-catalog/view/desktop-support-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support.",Graduate; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 8,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Digital Advertising (New),/solutions/products/product-catalog/view/digital-advertising-new/,TRUE,FALSE,Knowledge & Skills,Multi-choice test that measures the candidate's knowledge about use of AdWords and tools to analyze ad performance on digital media.,Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = 7,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Digital Readiness Development Report - IC,/solutions/products/product-catalog/view/digital-readiness-development-report/,TRUE,FALSE,Personality & Behavior,"This participant-oriented report is aimed at individual contributors (non-managerial) and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the
questionnaire.Note: this report is specifically aimed at Individual Contributors. A version designed for Managers is also available (seeDigital Readiness Report - Managers).",Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,,English,Personality assessment,Individual Test Solutions
Digital Readiness Development Report - Manager,/solutions/products/product-catalog/view/digital-readiness-development-report-manager/,TRUE,FALSE,Personality & Behavior,"This participant-oriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the
questionnaire.Note: this report is specifically aimed at managers. A version designed for individual contributors is also available (seeDigital Readiness Report - IC).",Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Supervisor; Director,,English,Personality assessment,Individual Test Solutions
